FN	FIBSOL	FIBINS	FIBTG	FIBSDFS	FIBSDFP	FIBIDF	STARES	FIBTDF	NoticeFIB				
17047	0.7	5.6	6.3	-	-	-	-	-					
17048	2.2	4.3	6.5	-	-	-	-	-					
17119	0.9	3.5	4.3	-	-	-	-	-					
17049	1.1	5.5	6.6	-	-	-	-	-					
17050	0.5	2.2	2.8	-	-	-	-	-					
17121	(0.1)	(2.5)	(2.7)	-	-	-	-	-	原材料配合割合から推計				
17122	(0.6)	(4.9)	(5.5)	-	-	-	-	-	原材料配合割合から推計				
17123	(0.2)	(2.7)	(2.8)	-	-	-	-	-	原材料配合割合から推計				
17124	(0.2)	(3.0)	(3.2)	-	-	-	-	-	原材料配合割合から推計				
17051	1.2	2.5	3.7	1.2	1.7	3.4	-	6.4					
17052	1.4	1.1	2.5	-	-	-	-	-					
17125	(0.3)	(1.0)	(3.5)	-	-	-	-	-	原材料配合割合から推計				
17136	1.0	2.7	3.6	-	-	-	-	-					
17053	0	5.2	5.2	-	-	-	-	-					
17126	(0.2)	(0.9)	(3.3)	-	-	-	-	-	原材料配合割合から推計				
17127	(0.7)	(2.5)	(5.1)	-	-	-	-	-	原材料配合割合から推計				
17138	0	0	0	-	-	-	-	-					
17061	6.5	30.4	36.9	-	-	-	-	-					
17082	0.8	9.5	10.3	-	-	-	-	-					
17083	2.5	30.1	32.6	-	-	-	-	-					
18024	(0.4)	(2.0)	(2.4)	-	-	-	-	-	原材料配合割合から推計				
18025	(0.6)	(2.2)	(2.8)	-	-	-	-	-	原材料配合割合から推計				
18026	(0.5)	(1.6)	(2.5)	-	-	-	-	-	原材料配合割合から推計				
18028	(0.2)	(0.4)	(0.5)	-	-	-	-	-	原材料配合割合から推計				
18027	(0.3)	(0.6)	(0.9)	-	-	-	-	-	原材料配合割合から推計				
18029	(0.3)	(4.8)	(5.1)	-	-	-	-	-	原材料配合割合から推計				
18030	(0.1)	(0.2)	(0.4)	-	-	-	-	-	原材料配合割合から推計				
18031	(0.2)	(0.7)	(1.0)	-	-	-	-	-	原材料配合割合から推計				
18032	(0.3)	(1.6)	(2.0)	-	-	-	-	-	原材料配合割合から推計				
18033	(1.3)	(1.9)	(3.2)	-	-	-	-	-	原材料配合割合から推計				
18034	(0.3)	(1.9)	(2.2)	-	-	-	-	-	原材料配合割合から推計				
18035	(0.5)	(1.3)	(1.8)	-	-	-	-	-	原材料配合割合から推計				
18036	(0.4)	(0.9)	(1.3)	-	-	-	-	-	原材料配合割合から推計				
18037	(0.1)	(0.4)	(3.4)	-	-	-	-	-	原材料配合割合から推計				
18038	(0.2)	(0.8)	(0.9)	-	-	-	-	-	原材料配合割合から推計				
18053	-	-	-	0.6	0.5	1.6	0.4	2.6					
18054	-	-	-	0.6	0.4	0.6	-	1.7					
18023	-	-	1.6	-	-	-	-	-					
18040	(0.4)	(0.8)	(1.2)	-	-	-	-	-	原材料配合割合から推計				
18001	(0.3)	(0.6)	(0.9)	-	-	-	-	-	原材料配合割合から推計				
18041	(0.3)	(0.6)	(0.9)	-	-	-	-	-	原材料配合割合から推計				
18043	(0.4)	(0.6)	(1.0)	-	-	-	-	-	原材料配合割合から推計				
18044	(0.4)	(1.0)	(1.4)	-	-	-	-	-	原材料配合割合から推計				
18018	(0.7)	(1.3)	(2.0)	-	-	-	-	-	原材料配合割合から推計				
18045	(0.3)	(0.8)	(1.2)	-	-	-	-	-	原材料配合割合から推計				
18011	(0.2)	(0.5)	(0.7)	-	-	-	-	-	原材料配合割合から推計				
18015	(0.5)	(0.9)	(1.3)	-	-	-	-	-	原材料配合割合から推計				
18042	(0.3)	(1.0)	(1.3)	-	-	-	-	-	原材料配合割合から推計				
18005	(0.1)	(0.4)	(0.6)	-	-	-	-	-	原材料配合割合から推計				
18050	(0.4)	(0.7)	(1.1)	-	-	-	-	-	原材料配合割合から推計				
18051	(0.4)	(0.6)	(1.0)	-	-	-	-	-	原材料配合割合から推計				
18052	(0.4)	(0.9)	(1.3)	-	-	-	-	-	原材料配合割合から推計				
18019	(0.4)	(0.5)	(0.9)	-	-	-	-	-	原材料配合割合から推計				
18020	(0.4)	(0.6)	(1.0)	-	-	-	-	-	原材料配合割合から推計				
18055	-	-	-	1.0	0.6	0.7	-	2.3					
18022	(0.6)	(1.1)	(1.7)	-	-	-	-	-	原材料配合割合から推計				
18003	(0.2)	(0.6)	(0.9)	-	-	-	-	-	原材料配合割合から推計				
18014	(0.1)	(0.5)	(0.6)	(0.7)	(Tr)	(0.4)	-	(1.2)	原材料配合割合から推計				
18002	(0.5)	(0.9)	(1.5)	-	-	-	-	-	原材料配合割合から推計				
18012	(0.6)	(1.1)	(1.7)	-	-	-	-	-	原材料配合割合から推計				
18046	(Tr)	(0.5)	(0.5)	-	-	-	-	-	原材料配合割合から推計				
18056	-	-	-	1.2	0.6	1.7	-	3.5					
18047	(0.2)	(0.6)	(0.8)	-	-	-	-	-	原材料配合割合から推計				
18057	-	-	-	0.8	0.3	0.7	0.2	1.9					
18048	(0.2)	(0.7)	(0.9)	-	-	-	-	-	原材料配合割合から推計				
18049	(0.1)	(0.4)	(0.5)	(0.3)	(0.2)	(0.3)	-	(0.7)	原材料配合割合から推計				
18039	(0.5)	(2.1)	(2.7)	-	-	-	-	-	原材料配合割合から推計				
